,Player,CurrentSalary,UpcomingSalary,Age,Tm,G,MP,3PA,3P%,TRB,BLK,STL,AST,TOV,PTS,PER,TS%,OWS,DWS,WS,OBPM,DBPM,BPM,VORP
18094,Mamadi Diakite,529341,1517981,24,MIL,14,10.1,0.6,.125,2.4,0.4,0.5,0.6,0.2,3.1,12.3,.477,0.1,0.2,0.3,-3.2,0.4,-2.7,0.0
18127,Moses Brown,495102,1701593,21,OKC,43,21.4,0.0,0,8.9,1.1,0.7,0.2,1.0,8.6,18.8,.572,1.3,1.3,2.6,-1.2,-1.4,-2.6,-0.1
18128,Iman Shumpert,447155,0,30,BRK,2,5.5,1.5,.000,0.5,0.0,0.5,0.0,0.5,1.0,-0.4,.250,-0.1,0.0,0.0,-10.2,-2.7,-13.0,0.0
18129,Alize Johnson,399591,1762796,24,BRK,18,10.5,0.3,.167,5.0,0.3,0.3,0.8,0.5,5.2,23.5,.638,0.6,0.3,0.9,2.4,0.2,2.6,0.2
18130,Bruno Caboclo,361256,0,25,HOU,6,6.0,0.8,.000,2.3,0.3,0.0,0.2,0.7,2.8,9.0,.475,-0.1,0.0,-0.1,-8.5,-2.1,-10.6,-0.1
18131,Anžejs Pasečņiks,350000,0,25,WAS,1,6.0,1.0,.000,1.0,0.0,0.0,1.0,5.0,0.0,-40.6,.000,-0.1,0.0,-0.1,-40.1,-7.1,-47.1,-0.1
18132,Rayjon Tucker,340000,0,23,PHI,14,4.9,0.5,.286,0.8,0.0,0.1,0.4,0.3,2.4,15.1,.645,0.1,0.1,0.2,-3.5,-0.5,-4.0,0.0
18133,Yuta Watanabe,321893,1762769,26,TOR,50,14.5,1.8,.400,3.2,0.4,0.5,0.8,0.4,4.4,12.2,.565,0.7,0.8,1.5,-1.1,0.4,-0.7,0.2
18134,Thon Maker,309355,0,23,CLE,8,9.5,0.3,.000,2.3,0.5,0.3,0.5,0.4,3.8,18.6,.657,0.2,0.1,0.3,0.3,1.2,1.5,0.1
18137,Noah Vonleh,263995,0,25,BRK,4,2.8,0.5,.000,0.3,0.0,0.0,0.3,0.5,0.0,-19.0,.000,-0.1,0.0,-0.1,-20.9,-8.9,-29.9,-0.1
18138,Frank Jackson,0,0,22,DET,40,18.5,3.8,.407,2.2,0.0,0.4,0.9,0.9,9.8,13.3,.598,0.7,0.4,1.2,-0.4,-1.6,-2.1,0.0
18139,Rondae Hollis-Jefferson,245031,0,26,POR,11,9.7,0.1,.000,2.4,0.4,0.2,1.2,0.2,2.5,14.4,.539,0.3,0.1,0.3,-1.4,0.8,-0.6,0.0
18140,Andre Roberson,152839,0,29,BRK,5,12.6,1.6,.125,3.0,0.2,0.6,0.8,0.4,1.2,4.2,.202,-0.1,0.1,-0.1,-5.1,-1.2,-6.2,-0.1
18141,Didi Louzada,123056,1517981,21,NOP,3,18.7,2.7,.250,1.0,0.0,0.7,1.0,1.0,2.7,-0.9,.308,-0.1,0.0,-0.1,-8.2,-1.6,-9.8,-0.1
18142,Freddie Gillespie,116903,1517981,23,TOR,20,19.6,0.0,0,4.9,1.0,0.7,0.5,0.6,5.6,13.4,.563,0.5,0.5,0.9,-3.1,-0.1,-3.2,-0.1
18143,Henry Ellenson,50000,0,24,TOR,2,19.0,4.5,.222,6.0,0.0,0.0,2.5,0.0,7.5,12.8,.476,0.1,0.0,0.1,-3.1,1.0,-2.1,0.0
